VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,     "probe1"     ,     "probe2"     ,     "probe3"     ,     "probe4"     ,     "probe5"     ,     "probe6"     ,     "probe7"     ,     "probe8"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoW]"  ,  "relrms[RhoE]"  
         17,           0,          99,      -8.774076855,      -7.419398498,      -7.409023361,      -7.338124887,      -3.444206538,       362.5755528,       2.056107715,    6.99712346e-05,   5.761009809e-05,   8.139265911e-10,   0.0003107397389,  -0.0003403440608,       2.056107715,   5.761009809e-05,    6.99712346e-05,   3.403091876e-05,              -0.0,       64361.09049,       64588.93208,       64844.72029,       65494.12838,       65940.25646,       66257.94408,        66724.7177,       67078.57169,      -3.903929851,      -4.989448525,      -4.828522237,       -4.75871061,      -4.029749678
         18,           0,          99,      -8.803630569,      -7.442425779,      -7.438342457,      -7.365329229,      -3.479888379,       362.5755528,       2.035923317,   0.0001467503166,   7.286101538e-05,   2.804101203e-09,   0.0007244864277,  -0.0004344379341,       2.035923317,   7.286101538e-05,   0.0001467503166,   7.208047345e-05,              -0.0,       62744.73315,       63092.79864,       63514.46224,       64438.64377,       65087.99171,       65601.34113,        66331.8937,        66900.6543,      -3.955201004,      -5.042397379,      -4.883904047,      -4.811445588,      -4.087584393
         19,           0,          99,      -8.808041708,      -7.465865171,      -7.458845317,      -7.380649258,      -3.483369597,       362.5755528,       2.008461916,   0.0001893032816,   9.638444798e-05,   1.950322958e-09,   0.0009519881204,  -0.0005650185819,       2.008461916,   9.638444798e-05,   0.0001893032816,   9.425286091e-05,              -0.0,        60847.6947,       61324.06238,       61933.00789,       63138.19933,       64007.95831,       64754.67297,       65801.63452,       66648.38762,      -3.979336716,       -5.09334164,      -4.927985277,      -4.849565057,      -4.111329671
         20,           0,          99,      -8.768658657,      -7.445882906,      -7.435756255,      -7.342534463,      -3.418088979,       362.5755528,        1.96599868,   0.0001711756263,   0.0001220235424,  -1.090806998e-11,   0.0008504483463,  -0.0006901912796,        1.96599868,   0.0001220235424,   0.0001711756263,   8.706802707e-05,              -0.0,       58877.65885,       59469.16796,       60258.77509,       61701.54541,       62778.08845,       63768.97337,       65154.18998,       66325.35311,      -3.957942448,      -5.098321844,      -4.925876745,      -4.831969177,      -4.064395931
         21,           0,          99,      -8.696074704,      -7.343353992,      -7.363188766,      -7.266087982,      -3.309411268,       362.5755528,       1.900474355,   0.0001655834561,   0.0001107144105,     8.0368946e-09,   0.0008169854166,  -0.0006065844186,       1.900474355,   0.0001107144105,   0.0001655834561,   8.712743517e-05,              -0.0,       57120.53819,       57787.01555,       58714.24811,       60293.59902,       61529.47121,       62741.15966,       64440.66411,       65952.16654,      -3.901902288,      -5.018693813,      -4.872085429,        -4.7743218,      -3.972717989
         22,           0,          99,      -8.644136092,      -7.343003604,      -7.319701982,      -7.216434596,      -3.238257977,       362.5755528,       1.823355795,   0.0001632271555,   5.791849644e-05,   1.303271332e-08,   0.0007980615925,  -0.0003037267477,       1.823355795,   5.791849644e-05,   0.0001632271555,   8.952018909e-05,              -0.0,       55899.93995,        56568.3784,        57546.7381,        59112.0479,       60423.94792,       61798.24661,       63736.60989,       65569.00204,      -3.865632245,      -5.039865363,      -4.845903604,      -4.742088522,      -3.917643327
         23,           0,          99,      -8.647989901,      -7.365591939,      -7.332957882,      -7.221928294,      -3.245163721,       362.5755528,       1.764912182,   0.0001562448616,  -1.417691109e-05,   1.843902305e-08,   0.0007595779636,   7.833080704e-05,       1.764912182,  -1.417691109e-05,   0.0001562448616,   8.852840562e-05,              -0.0,       55504.07605,       56076.18249,       56980.25416,       58350.10505,       59623.25143,       61070.44935,       63130.55914,       65229.69726,      -3.883788687,      -5.082653155,      -4.875472658,      -4.763438304,      -3.939433583
         24,           0,          99,      -8.705298482,      -7.432866971,      -7.394808389,      -7.293742641,       -3.32966804,       362.5755528,       1.746061282,   0.0001514908435,  -5.691212793e-05,   2.127146364e-08,   0.0007294524634,   0.0002869300743,       1.746061282,  -5.691212793e-05,   0.0001514908435,   8.676146997e-05,              -0.0,       56092.89514,        56460.5352,       57145.34732,       58149.08939,       59255.94457,       60660.34673,       62701.95579,       64986.91767,       -3.95440284,      -5.168437883,      -4.952202158,      -4.850045836,      -4.037760932
         25,           0,          46,      -8.749170406,      -6.464038122,      -6.757351318,      -6.750424101,      -3.398730796,       362.5755528,       1.764427015,   0.0001561863254,  -6.467641077e-05,   1.844043432e-08,   0.0007530381176,   0.0003062142421,       1.764427015,  -6.467641077e-05,   0.0001561863254,    8.85195727e-05,              -0.0,       57586.11776,       57688.55984,         58043.244,       58555.04781,       59374.39549,       60622.25982,       62500.70448,       64878.14095,      -4.010385488,      -4.216001859,      -4.328516031,      -4.320462236,      -4.119298854
         26,           0,          43,      -8.751525797,      -6.291378198,      -6.575051545,      -6.569372576,      -3.407278118,       362.5755528,       1.805207534,   0.0001409335803,  -5.965655751e-05,   2.004820517e-08,   0.0006779601581,   0.0002579920521,       1.805207534,  -5.965655751e-05,   0.0001409335803,   7.807056952e-05,              -0.0,       59620.51554,       59482.66005,        59490.7583,       59502.96036,       59951.32369,       60930.98378,       62533.02627,       64918.89445,      -4.023670153,      -4.057142106,      -4.159134673,      -4.152290418,      -4.138908625
         27,           0,          40,      -8.756088391,      -6.201927598,      -6.468710885,      -6.462021258,      -3.375227281,       362.5755528,        1.85004166,   0.0001027878159,  -5.937383899e-05,   2.187079952e-08,   0.0004804343777,    0.000248843799,        1.85004166,  -5.937383899e-05,   0.0001027878159,   5.555973043e-05,              -0.0,       61622.03348,       61370.58885,       61143.73106,        60805.1569,         60887.496,       61520.84885,       62767.03824,        65095.6343,       -4.03788703,       -3.97876741,      -4.064566271,      -4.056648841,      -4.116319287
         28,           0,          38,      -8.791024197,      -6.213232523,       -6.47993819,      -6.472364046,        -3.3940706,       362.5755528,       1.885357875,   7.241360526e-05,  -6.500987294e-05,   1.773623064e-08,   0.0003187278954,   0.0002834993919,       1.885357875,  -6.500987294e-05,   7.241360526e-05,    3.84084137e-05,              -0.0,       63020.58098,       62828.02039,       62571.11698,       62171.92984,       62004.54202,       62291.79035,       63142.90404,        65368.9348,      -4.081392522,      -3.999405315,       -4.08629272,      -4.077010723,       -4.14339227
         29,           0,          35,      -8.774020183,      -6.169041475,      -6.461323441,      -6.455542167,      -3.369379352,       362.5755528,       1.904356501,   4.510530897e-05,  -3.757297634e-05,   1.133528287e-08,   0.0001715462577,   0.0001413619814,       1.904356501,  -3.757297634e-05,   4.510530897e-05,   2.368532832e-05,              -0.0,       63472.69818,       63491.27182,       63412.82425,       63267.58152,       63066.27202,       63109.00333,       63595.18033,       65681.48723,      -4.072275569,      -3.963848831,      -4.076856949,      -4.069016215,      -4.126264299
         30,           0,          34,      -8.767787197,       -6.17401229,      -6.503833569,      -6.501825915,      -3.411782618,       362.5755528,       1.904218478,   4.529044621e-05,  -3.713690789e-06,   1.235861065e-08,   0.0001783017213,  -3.853950008e-05,       1.904218478,  -3.713690789e-06,   4.529044621e-05,   2.378426989e-05,              -0.0,       62939.52766,       63257.69356,       63502.37999,       63836.29465,       63819.48265,       63816.79878,        64064.1086,       65976.66377,      -4.073350657,      -3.977441719,      -4.127081405,      -4.123138037,      -4.175839196
         31,           0,          34,      -8.730644456,      -6.180366363,      -6.485932713,      -6.484803499,      -3.427606544,       362.5755528,       1.882585129,   6.170572071e-05,   1.542833624e-05,   1.612755726e-08,   0.0002708277333,  -0.0001455087088,       1.882585129,   1.542833624e-05,   6.170572071e-05,   3.277712107e-05,              -0.0,       61640.09582,        62264.6486,       62874.85393,       63772.66762,       64103.64856,       64256.22948,       64484.60837,        66210.4268,      -4.042818983,      -3.992930075,      -4.115331924,      -4.112663923,      -4.198502598
         32,           0,          34,      -8.756708273,      -6.202736653,      -6.352261859,      -6.488970164,      -3.435231773,       362.5755528,       1.840276977,   7.441837034e-05,    1.97797053e-05,   1.758156597e-08,   0.0003392563559,  -0.0001790048611,       1.840276977,    1.97797053e-05,   7.441837034e-05,   4.043867921e-05,              -0.0,       59913.48812,        60797.1223,       61734.83256,        63133.7905,       63867.86116,       64332.38896,       64778.80117,       66350.48748,      -4.074989185,      -4.025708029,      -3.986442878,       -4.12193974,      -4.212972306
         33,           0,          33,       -8.76220682,      -6.170101578,       -6.46529234,      -6.463020753,      -3.396850275,       362.5755528,       1.787456854,   8.562886152e-05,   1.371498382e-05,   6.897567876e-09,   0.0004002184689,  -0.0001530855824,       1.787456854,   1.371498382e-05,   8.562886152e-05,   4.790541451e-05,              -0.0,       58091.75181,       59164.85018,       60349.53497,        62100.4783,       63185.47221,       64011.75349,       64867.26839,       66383.40457,      -4.086210779,      -4.005269226,      -4.102960023,      -4.099476456,      -4.181688725
         34,           0,          33,      -8.749251716,      -6.156196029,      -6.463893544,      -6.462086409,      -3.374367642,       362.5755528,        1.74012353,    9.36306275e-05,  -1.370441714e-05,   4.398786261e-09,   0.0004446731068,   2.700324471e-06,        1.74012353,  -1.370441714e-05,    9.36306275e-05,   5.380688546e-05,              -0.0,       56413.14945,       57618.94926,       58971.10487,       60900.06247,       62222.71321,       63366.52396,        64710.4538,       66312.60997,      -4.078981396,      -4.006163354,        -4.1037763,      -4.101380141,      -4.167130837
         35,           0,          34,      -8.735992202,      -6.198381633,      -6.489891222,      -6.488690509,      -3.380251044,       362.5755528,       1.707516391,   0.0001089000896,  -7.133407166e-05,   1.738654276e-09,   0.0005255544753,   0.0003361212936,       1.707516391,  -7.133407166e-05,   0.0001089000896,   6.377689268e-05,              -0.0,       54998.98511,       56313.35993,       57782.11636,       59751.08658,       61180.55451,       62539.42454,       64314.37984,        66130.9878,      -4.071974585,      -4.066444749,      -4.131764675,      -4.130431663,      -4.182480273
         36,           0,          35,      -8.683044179,      -6.261449083,       -6.49094862,      -6.488930246,       -3.34754313,       362.5755528,       1.688622956,   9.732591659e-05,  -0.0001458527032,   1.481583885e-09,   0.0004603698049,   0.0007696646886,       1.688622956,  -0.0001458527032,   9.732591659e-05,   5.763626289e-05,              -0.0,       53875.32924,       55302.22277,       56875.12421,         58811.903,       60248.63226,       61703.37403,       63756.11585,       65829.37186,      -4.026053115,      -4.150993153,       -4.13494893,      -4.133041027,      -4.161159724
         37,           0,          36,      -8.670953323,      -6.341617934,      -6.571127656,      -6.567310873,      -3.329790997,       362.5755528,       1.676857235,   7.134360046e-05,  -0.0002075563523,   -1.85876893e-09,   0.0003239304372,    0.001126119536,       1.676857235,  -0.0002075563523,   7.134360046e-05,   4.254601941e-05,              -0.0,       52992.47736,       54557.54922,       56253.39706,       58155.14768,       59554.28895,       61017.13074,       63148.08887,       65421.75542,      -4.021993417,      -4.255888145,      -4.217283195,      -4.213580294,      -4.156919641
         38,           0,          35,      -8.664134931,      -6.315860239,      -6.621735045,      -6.617027044,      -3.305871557,       362.5755528,       1.665253481,   4.962742889e-05,  -0.0002487024661,  -3.899210018e-09,   0.0002188688014,    0.001361475548,       1.665253481,  -0.0002487024661,   4.962742889e-05,   2.980172656e-05,              -0.0,       52251.52148,       53988.68465,       55840.46549,       57763.57265,       59138.20658,       60574.60621,       62626.77618,       64962.69621,      -4.024651859,      -4.258132504,      -4.270612359,      -4.265879322,      -4.149055022
         39,           0,          34,      -8.652226666,      -6.277558046,      -6.612444166,      -6.607209085,      -3.288948241,       362.5755528,       1.649788302,   3.933196163e-05,  -0.0002414890142,  -2.851599186e-09,   0.0001822901159,    0.001324900296,       1.649788302,  -0.0002414890142,   3.933196163e-05,    2.38406113e-05,              -0.0,        51528.4985,       53467.98429,       55505.80157,       57539.80483,       58942.76897,        60377.6357,       62297.40863,       64534.73482,      -4.024036505,      -4.250748622,      -4.264780926,      -4.259143178,      -4.151029849
         40,           0,          33,       -8.63892821,      -6.235197754,       -6.55495839,       -6.54954645,      -3.272007781,       362.5755528,       1.630661807,   2.324825342e-05,   -0.000207903432,  -3.193800279e-10,   0.0001156034094,    0.001137559129,       1.630661807,   -0.000207903432,   2.324825342e-05,    1.42569436e-05,              -0.0,       50705.59172,          52866.27,        55105.6809,       57339.45566,       58842.46288,       60338.32648,        62181.0553,       64228.56987,      -4.024075408,      -4.241728833,      -4.211735316,      -4.205573187,      -4.155703989
         41,           0,          35,      -8.627301237,      -6.272791238,      -6.556036105,      -6.552242602,      -3.294051788,       362.5755528,       1.611328848,   1.012733105e-05,  -0.0001675043514,   3.097712462e-09,    6.19846756e-05,     0.00091193744,       1.611328848,  -0.0001675043514,   1.012733105e-05,   6.285080209e-06,              -0.0,       49707.05359,       52093.26651,       54533.33857,       57022.86243,        58686.0264,         60311.183,       62213.09687,        64115.1931,      -4.027720058,      -4.314045942,      -4.218441307,      -4.213916078,      -4.201719966
         42,           0,          42,      -8.612575827,      -6.259006266,      -6.566389594,      -6.168417899,      -3.309330859,       362.5755528,       1.595339369,  -1.388493146e-05,  -0.0001408055219,   4.463495503e-09,  -5.422694595e-05,   0.0007624397714,       1.595339369,  -0.0001408055219,  -1.388493146e-05,  -8.703434347e-06,              -0.0,        48522.8105,       51125.07616,       53750.97949,       56503.97929,       58353.14997,       60150.80688,       62275.81237,        64215.3631,      -4.030144556,      -4.335920239,      -4.235776109,      -3.837206825,       -4.24285744
         43,           0,          41,      -8.586136789,      -6.300031044,      -6.582026527,      -6.577282093,      -3.282801067,       362.5755528,       1.583870811,  -4.353599683e-05,  -0.0001327041306,   5.567981277e-09,  -0.0002048517411,   0.0007146096147,       1.583870811,  -0.0001327041306,  -4.353599683e-05,   -2.74870883e-05,              -0.0,       47210.80909,         50007.846,       52795.90403,       55774.76635,       57797.64692,       59768.89499,       62237.43343,       64440.44866,      -4.022308701,      -4.412133699,      -4.259990791,      -4.254547149,      -4.243088034
         44,           0,          38,       -8.58775338,      -6.332106924,      -6.559529625,       -6.55671759,      -3.267388604,       362.5755528,        1.57591118,  -6.600485526e-05,  -0.0001380653563,   6.069147687e-09,  -0.0003268924288,   0.0007424165312,        1.57591118,  -0.0001380653563,  -6.600485526e-05,  -4.188361381e-05,              -0.0,       45876.70322,       48835.99878,       51758.46253,       54898.66395,        57053.9681,       59159.75021,       61997.50118,        64667.2484,      -4.043017706,      -4.477103979,      -4.247370787,      -4.243749957,      -4.253919585
         45,           0,          33,      -8.557457663,      -6.241126959,      -6.439033705,      -6.437380728,      -3.226245528,       362.5755528,       1.570061045,  -8.855643627e-05,  -0.0001504746481,   6.068816577e-09,  -0.0004586979999,   0.0008076575871,       1.570061045,  -0.0001504746481,  -8.855643627e-05,  -5.640318035e-05,              -0.0,       44637.14082,       47717.03828,       50746.65261,       53979.36677,       56214.98066,       58395.62612,       61527.98602,       64782.69922,      -4.031209432,      -4.415704912,      -4.138044348,      -4.135152149,      -4.237176269
         46,           0,          32,      -8.555855046,      -6.199119605,        -6.3953204,      -6.393471966,      -3.222443116,       362.5755528,       1.565450547,  -0.0001208123909,   -0.000163873345,   6.202602912e-09,  -0.0006512472025,   0.0008850797507,       1.565450547,   -0.000163873345,  -0.0001208123909,  -7.717419832e-05,              -0.0,       43583.92612,       46738.79956,       49851.91162,       53124.04915,       55393.87709,       57591.94512,        60877.5673,       64712.43414,      -4.046575783,      -4.398686232,      -4.105954624,      -4.102551332,      -4.254826421
         47,           0,          32,      -8.542231689,      -6.162454675,      -6.356904027,      -6.354144801,      -3.212719566,       362.5755528,       1.562075849,  -0.0001439454794,  -0.0001662696453,   6.324102338e-09,  -0.0008047432988,   0.0009126312151,       1.562075849,  -0.0001662696453,  -0.0001439454794,  -9.215012158e-05,              -0.0,       42760.97098,       45946.70099,       49128.63126,        52411.1108,       54686.61893,       56862.59349,       60149.77336,       64431.56836,      -4.048345017,      -4.383461817,      -4.079279508,      -4.075274602,      -4.263737293
         48,           0,          32,      -8.530485255,      -6.140616016,      -6.360652348,      -6.358319056,      -3.202070022,       362.5755528,       1.560745554,  -0.0001542973178,  -0.0001632299442,   6.052966092e-09,  -0.0008970790552,   0.0009157851822,       1.560745554,  -0.0001632299442,  -0.0001542973178,  -9.886128938e-05,              -0.0,       42156.02393,       45337.56757,       48584.19168,       51874.96495,       54147.80555,       56289.49922,       59459.85178,       63979.19677,      -4.051165443,      -4.380772367,      -4.094876205,      -4.091849815,      -4.270475906
         49,           0,          31,      -8.527640103,      -6.091370071,      -6.367544365,      -6.365666724,      -3.186161267,       362.5755528,       1.562436813,  -0.0001536412015,  -0.0001575380855,   5.201917791e-09,  -0.0009298125653,   0.0009044912085,       1.562436813,  -0.0001575380855,  -0.0001536412015,  -9.833434556e-05,              -0.0,       41711.65967,       44866.91595,       48184.16717,       51502.90875,       53782.81125,       55901.41004,       58909.06521,        63450.0014,      -4.061270066,      -4.347486159,       -4.11297457,      -4.111542155,      -4.269237786
         50,           0,          29,      -8.495719082,      -5.983094161,      -6.303875501,      -6.302810178,      -3.133271241,       362.5755528,       1.567346237,  -0.0001445874007,  -0.0001405355483,   3.199649966e-09,  -0.0009173325225,   0.0008225602354,       1.567346237,  -0.0001405355483,  -0.0001445874007,  -9.224981515e-05,              -0.0,       41345.61645,       44467.32365,        47864.7215,       51243.89275,       53552.58136,       55675.24053,       58535.75564,       62933.43033,      -4.040478165,      -4.251774644,      -4.059581134,      -4.060442192,      -4.228527072
         51,           0,          29,      -8.508657123,      -5.972047349,       -6.26671395,      -6.265719933,      -3.132065708,       362.5755528,       1.574292822,  -0.0001288189219,  -0.0001175076189,   3.755348195e-09,  -0.0008649704636,   0.0006977851531,       1.574292822,  -0.0001175076189,  -0.0001288189219,  -8.182653195e-05,              -0.0,       40977.94339,       44070.21986,       47551.65104,       51026.01885,       53391.48349,       55550.57768,       58325.83775,       62512.52935,      -4.062939852,      -4.250908788,      -4.032287554,      -4.033597214,      -4.237404087
